RMS_1,RMS_2,RMS_3,RMS_4,RMS_5,RMS_6,RMS_7,RMS_8,ZCR_1,ZCR_2,ZCR_3,ZCR_4,ZCR_5,ZCR_6,ZCR_7,ZCR_8,WL_1,WL_2,WL_3,WL_4,WL_5,WL_6,WL_7,WL_8,label
0.07037071435726473,0.2716125889290301,0.1825999398455917,0.1561557366900415,0.2323313203245379,0.049048458238292424,0.11104405165897734,0.08038200977415241,15.0,12.0,14.0,16.0,15.0,17.0,13.0,11.0,2.6392556513841496,11.351059867385766,8.852527979239749,7.418738706842322,10.825269159239916,1.7216580005576014,4.468705747987057,2.805016433219192,1
0.08156911761599454,0.18386934823694767,0.18494689044371784,0.22155297307819788,0.26725026353903336,0.0561744710234609,0.06220331093225624,0.04788929824329698,15.0,13.0,16.0,9.0,13.0,18.0,16.0,14.0,3.377123512408066,8.591344837929768,9.018560375332845,6.145160143000615,11.671684247768543,2.1007994465415782,2.2250194278216266,2.0348092800242745,1
0.06758610729213545,0.1605788637512235,0.2334189214341723,0.14248264806982533,0.26212801537215885,0.0828941926074541,0.087459162405649,0.04756788835115049,13.0,11.0,19.0,14.0,15.0,13.0,11.0,12.0,3.038163067795508,7.561079258042911,10.202544772510086,5.716791959956824,11.52807675979772,3.2520987301624977,2.574879957621878,1.9046437159244212,1
0.058604695106917,0.1646459294595704,0.18194379753845022,0.29522774018993475,0.2923075217258101,0.10068633156790364,0.04369710919295063,0.04164129991908375,17.0,11.0,14.0,15.0,16.0,13.0,16.0,13.0,2.8338861643112576,5.116716678386542,6.049194805088411,9.450904344318147,12.520743473691839,4.060060611938976,2.0235706174627883,1.5828850776777355,1
0.08179120301164464,0.21773210596694176,0.2251621138244749,0.14959339526799315,0.20649894605209274,0.06268099238954773,0.07419323946867383,0.04677518268853755,14.0,13.0,15.0,16.0,14.0,13.0,15.0,17.0,3.2252543533554476,10.64772386050927,10.37923558280437,7.9812778510178095,9.795414218793432,2.7360232604103953,3.027868721027836,2.3822734904109835,1
0.1061379947566585,0.15759244037629908,0.12981512928049802,0.166627368754924,0.21987621167459614,0.053830292995449544,0.039025366100140194,0.05260455060000928,12.0,16.0,15.0,17.0,17.0,14.0,15.0,13.0,3.636352894813476,7.101767940929446,5.615463790402819,8.005645518454486,10.5911606850144,2.4736058578406777,2.034307331508052,1.769650554659707,1
0.05934895809314288,0.1637086632979185,0.16561635458231322,0.16350532517462063,0.2800518845505759,0.04389407029393166,0.04446690520581752,0.046039602850723435,11.0,17.0,16.0,15.0,18.0,15.0,13.0,14.0,2.2250101108661244,7.1495447125394485,7.209144231197531,7.867711900143631,14.242853979544941,2.0601592560816315,1.8583441863002017,1.9682633370741296,1
0.06706119367444385,0.1638117216206309,0.1495090181493722,0.29452913890281235,0.23180987348997117,0.045514019962859885,0.04225071317546162,0.04082432867905885,11.0,11.0,15.0,15.0,18.0,12.0,13.0,15.0,2.7545670728817955,6.8444529057747205,6.442886721440036,12.668706151823983,9.854073390878895,1.7782418927512356,2.0695009476331228,1.7530760503290692,1
0.04274383234007076,0.18218149156909388,0.1868439779876087,0.12323074328903229,0.21344964654270387,0.07471770977669641,0.1042376389135749,0.028685114704003218,15.0,11.0,13.0,20.0,16.0,12.0,12.0,11.0,1.9634085703217086,6.757036864489054,6.474597767933977,6.824708777722334,10.986463677239424,2.6261429169691923,3.3871972715171466,1.216142403138175,1
0.05956823022418064,0.20213342057315628,0.21046659028190126,0.2281472783212374,0.32847680561252285,0.06462410136637305,0.062379933475308076,0.045568885352134686,12.0,12.0,12.0,12.0,10.0,10.0,14.0,12.0,2.2156237429075936,7.15093734670568,9.053611259034374,8.138698563492605,11.86866370325251,2.452927301008328,2.991547438777006,1.9679275842754456,1
0.040301852484461234,0.16057320566782202,0.16583063501277145,0.24444943533719768,0.28919068546520665,0.0476773378849581,0.038536195504895926,0.03058966466520704,14.0,16.0,14.0,17.0,12.0,11.0,12.0,13.0,1.691298474876451,7.838071096065755,7.004606066057053,12.204617238723023,12.882458921724336,1.847517225635564,1.668162803511238,1.1524349851080729,1
0.03838936541714596,0.2048113771859353,0.17797791233556648,0.15403626066193746,0.3230195196228897,0.06505949394380448,0.05743422074501528,0.035648892349131454,11.0,14.0,12.0,13.0,11.0,12.0,12.0,12.0,1.3604299551016852,9.108267259117596,7.965561898316279,6.986242726780918,12.562718730360986,2.2886106340037315,2.0063675784270827,1.0654982581379495,1
0.057829309083591525,0.21890813431719183,0.17883103841440873,0.10082668102860554,0.24391045547413617,0.03404361529283996,0.06229072625545802,0.02726467258559878,13.0,15.0,13.0,15.0,12.0,11.0,14.0,11.0,2.291152065439424,9.74403537693265,6.224204804152713,3.849423175789273,8.249163535315654,1.2960739378779051,2.077796408988995,1.0039013899407943,1
0.04226790016161961,0.2098150960624581,0.18078705554258284,0.1295939856676989,0.27190751088720905,0.053377044590984114,0.056414646080724086,0.037478541043529816,10.0,13.0,13.0,13.0,16.0,15.0,15.0,9.0,1.3906365688851707,8.064248996729317,6.154039916878758,4.824297864572021,13.317167689401371,2.330095244693792,2.836127420893105,1.0522178919156866,1
0.05853467739223662,0.22811280601403522,0.1966867527338041,0.11162161386265458,0.18994759648358014,0.05889293318238052,0.05013078572598462,0.036856364962506535,13.0,10.0,18.0,15.0,11.0,11.0,13.0,10.0,2.458693855973269,8.236524101843946,9.27186069322872,4.829098435998989,7.411009657256217,1.982259304522314,1.6872889715892512,1.3363979618132311,1
0.04277974986182257,0.1829128903474035,0.12180946921960567,0.12514770081401314,0.3081933825564882,0.110382142940563,0.08759014838137429,0.03395636968622206,9.0,13.0,13.0,10.0,11.0,11.0,9.0,14.0,1.387250799659737,6.861770778371935,5.345391024214522,4.687231635048794,12.491085982337243,3.962346338768912,3.0994375831007237,1.5773722600107183,1
0.025368719906222834,0.1343350478743654,0.10202027040803224,0.17016726878742616,0.1533889029186215,0.04208028242872048,0.04600151779113128,0.05354653004715687,10.0,12.0,16.0,12.0,11.0,13.0,10.0,13.0,0.8651452186659371,4.324837681931194,4.712945254427646,6.9740696752506235,6.811847658255454,1.6382939637937597,1.659613729473833,2.3097988452464806,1
0.05409851970725905,0.07833880037677178,0.06169131388452037,0.14092063317250586,0.28086146338370077,0.02881431968942877,0.03950282702249179,0.02630976424133159,14.0,12.0,11.0,10.0,12.0,12.0,13.0,7.0,2.3519258349857517,2.855118986160253,2.581040107060482,5.117249258032427,9.513063381630058,1.1763550731549162,1.5953244444062458,0.9419123147324681,1
0.04507481146670087,0.1258988618195579,0.19075649461011876,0.19312209232249936,0.27522340109889204,0.043834009597633776,0.05214362829409637,0.026972790723902643,15.0,13.0,9.0,13.0,11.0,12.0,13.0,13.0,2.1092297535040543,4.973527890621155,7.1590515580545615,7.175134682070321,11.25750719179106,1.8640235101342122,2.2022638779535817,1.169192351947377,1
0.0501691314392875,0.28418882755341707,0.14982445445082593,0.25044544617237163,0.23754373893802447,0.05846599825955956,0.037895372021544686,0.030418767577730932,10.0,10.0,10.0,12.0,12.0,12.0,11.0,10.0,2.0154392265483865,10.686582348250544,6.386515466701522,9.835866515242062,9.62433245939304,2.617325896130365,1.5476948725464952,1.168363889206597,1
0.05492623325481106,0.12767943817571498,0.10491438517343311,0.1579726614567138,0.19349839789712123,0.048156100860992375,0.06225666212333036,0.044784617072014636,14.0,11.0,15.0,12.0,13.0,12.0,11.0,14.0,2.2624003219554174,5.150188607748516,4.507792768525259,6.403730197389482,8.044942410342195,1.935792181241809,2.4896339853480334,1.829518542909182,1
0.04097559928517509,0.16096431387191112,0.14155626361384677,0.08067362447260885,0.34577221629107796,0.07842912314118537,0.05722206326387169,0.04630726707149191,13.0,13.0,13.0,16.0,11.0,12.0,14.0,9.0,1.8777271891515674,7.948002042231154,4.512837071102768,4.342367238422408,12.425255504598411,2.8080174765902215,2.5064906364191417,1.725842421066563,1
0.048778707770508266,0.19738771174264946,0.09195936673984088,0.08970493410965548,0.17516466507392484,0.07159125967830197,0.0631201889206201,0.03559748691601244,10.0,12.0,11.0,13.0,13.0,16.0,13.0,11.0,1.453637729225591,8.458650073238042,3.805806648748643,3.905704465494348,7.859516921200464,3.055252144120645,2.616804059048099,1.1710874089102083,1
0.0881980717833187,0.07745661646175675,0.12832790003186786,0.20023351293830666,0.18295279900494446,0.05531462631277742,0.044640469678625,0.0318457495515589,13.0,9.0,14.0,15.0,15.0,14.0,11.0,13.0,3.3711117792562977,2.999136956109275,5.860563963709595,7.735283332302146,7.512022418794529,2.7265505141235082,1.4993597031800643,1.3015877051718256,1
0.03342350262056105,0.12113996796974254,0.07749863230465422,0.23505657511180747,0.48916713768357584,0.062059738992431834,0.056795760394194365,0.042034170936286,11.0,11.0,13.0,12.0,14.0,11.0,13.0,12.0,1.2024162911148129,4.973061885693359,3.434390351132306,10.047131656611088,19.46605016978443,2.6211371991246213,2.46661328668751,1.9504454877957123,1
0.04987904799102921,0.10268049827180539,0.10082674377026914,0.18949694533818667,0.33977646577414994,0.07456050590562303,0.06451076730043569,0.01840561894490626,14.0,11.0,15.0,14.0,12.0,11.0,11.0,8.0,2.1943384772561725,4.21835622108343,4.476913754516843,7.075667238813325,12.689854021952556,2.5050388803113397,2.4426370926521703,0.5184718595473979,1
