RMS_1,RMS_2,RMS_3,RMS_4,RMS_5,RMS_6,RMS_7,RMS_8,ZCR_1,ZCR_2,ZCR_3,ZCR_4,ZCR_5,ZCR_6,ZCR_7,ZCR_8,WL_1,WL_2,WL_3,WL_4,WL_5,WL_6,WL_7,WL_8,label
0.08487974180919283,0.15598645017388488,0.13601379497781269,0.12444106432501549,0.05570466006905976,0.0565319939194121,0.04278936680829691,0.07267694213705383,23.0,32.0,25.0,35.0,27.0,27.0,20.0,25.0,5.092249889391165,11.104946072865609,8.374731950204644,8.427504018954938,3.714201062961812,3.224641513496548,2.4649342441802844,4.116046793690469,0
0.07474235462531997,0.17103396828128775,0.12244799979880704,0.1026128917469737,0.04559587984613384,0.04913157076831262,0.06384587083456206,0.07028577190290802,26.0,33.0,28.0,31.0,33.0,25.0,27.0,22.0,4.23110592066615,11.04665222189843,7.98539753903189,7.198988464665322,3.1696047863697037,2.9309129506190383,3.4896201666886686,3.807245337883438,0
0.043500916232400925,0.0738059909719392,0.04419792168089183,0.024823335117673127,0.022801007522929174,0.01871852813071645,0.025353631287067753,0.02290953444700299,11.0,12.0,12.0,12.0,12.0,13.0,10.0,12.0,1.6928272614782178,2.908248522027122,1.742731836456803,1.00606255595945,0.9750060672068736,0.7534256706336253,0.8286224740337503,0.8840529982378054,1
0.06941115538342209,0.03924486729290842,0.0475721470345761,0.04262010140935091,0.01623300009503148,0.02513741828448217,0.015490062353605269,0.03940144925711212,14.0,12.0,13.0,16.0,14.0,12.0,11.0,10.0,2.7624279041088515,1.4355717807250588,1.549129420088736,1.7495702457199571,0.5999071202385083,0.8840152371008851,0.5217656073803297,1.1416603090438178,1
0.0414302935693818,0.05445017973985016,0.053258143181824556,0.04369963826068289,0.016039934956057537,0.029307232923214726,0.02494983284536735,0.025009132575962677,14.0,11.0,10.0,9.0,13.0,13.0,16.0,15.0,1.5773448198716595,1.99797439248554,2.1359520277380084,1.658669856184455,0.61283748706493,1.5109362929895227,1.178004795264286,1.1585690513741447,1
0.016954886391219927,0.05744173256397533,0.05096903750160921,0.025954748414662665,0.010933754828780014,0.037173710454528705,0.03204758271524371,0.031011379460725567,10.0,14.0,12.0,13.0,12.0,10.0,10.0,12.0,0.5331781957625079,2.7311183662155716,2.2882168129419727,1.0159563217809275,0.4125746524471544,1.699096693801472,1.3763976128269504,1.1092866122460072,1
0.026836200863030592,0.12533597927869766,0.08461389830485622,0.05277688407362847,0.031245238104525605,0.021190661554503408,0.030047431749720712,0.04129131449254988,13.0,10.0,12.0,13.0,16.0,13.0,12.0,11.0,0.9665190688207249,3.8982393126358983,2.693737716120123,1.7440981476954829,1.3574616596270879,0.9772542044069155,1.2447644350809115,1.7315459130067248,1
0.027901158733240294,0.030906230778297763,0.04058432432037469,0.03382535922703126,0.034445358608084335,0.032690797311993806,0.024800836611517375,0.05352728721155659,12.0,11.0,13.0,14.0,14.0,11.0,12.0,13.0,1.0895792452063047,1.3678835026041314,1.6037718239155891,1.45382289019364,1.5107162917993036,0.9943616252383295,1.0762199855975423,2.311987711390795,1
0.026049846597967177,0.07270317868060794,0.08396958480702602,0.0324689531277496,0.020216004307890115,0.024465715596689815,0.021429113987273114,0.04556470418609976,13.0,16.0,12.0,13.0,15.0,14.0,10.0,16.0,1.0831493057475883,3.2109149013141858,3.128674938534979,1.3053377743279548,0.9379064737084449,1.0717625188558808,0.6924603355533416,1.7640529774297224,1
0.018436446903527186,0.06201335543884103,0.04289826599229829,0.026819718149559225,0.01457108696496939,0.018373349231620328,0.015986151007470924,0.026494877197213364,12.0,13.0,12.0,11.0,11.0,13.0,10.0,10.0,0.7154655993168583,2.5549110490419094,1.7013605100896625,1.0862895979085156,0.6371204442936722,0.7230887089509291,0.5277173299240672,1.064585715648875,1
0.03281239530758113,0.056705043984415344,0.04984787270841997,0.025295166912757638,0.02181736134446826,0.013205801387175323,0.034656499921106865,0.02757781278258636,12.0,8.0,10.0,13.0,11.0,10.0,13.0,13.0,1.5043745843473952,2.0615940760598788,2.1055130530815416,1.1677063541873327,0.8365423222361185,0.44579462898669064,1.4749771148263393,1.3142287213607589,1
0.033701975610064314,0.09859368641746377,0.08588456268168343,0.04772058024344265,0.01766621549626914,0.014090956037933327,0.024647647780489734,0.021514755648110027,14.0,10.0,10.0,11.0,10.0,12.0,13.0,11.0,1.5104449117336944,3.469770526214325,2.8770839598682847,1.894690922728039,0.587408525663828,0.503782162440435,1.0153002569647516,0.8141567783711375,1
0.033087147832557805,0.07216025559522501,0.051716321307676255,0.028051223642827045,0.01619991581704414,0.02640629237164704,0.028739582966925706,0.03731241477499728,12.0,9.0,11.0,14.0,13.0,11.0,11.0,12.0,1.3973495084530456,3.008250595554908,2.253933353652593,1.1495968793103903,0.6887752495495159,1.1264568625847036,1.1385444477041249,1.6638364795186802,1
0.033022477015993215,0.0726840912222463,0.07051576370013919,0.0410426579570291,0.014369482436279845,0.01594529862524704,0.03421464460072551,0.025655076309205854,10.0,14.0,13.0,14.0,12.0,11.0,16.0,12.0,1.4292396355660892,3.2903383548287457,3.2316642951408636,1.7845050558727191,0.60961321705925,0.6683425259138647,1.5679399160381313,1.089807961812354,1
0.030890195424968524,0.08798496999887141,0.059589478955580984,0.08025031328141016,0.01928423773569062,0.04097787739479526,0.02180226439947292,0.025337137868909454,11.0,12.0,12.0,14.0,12.0,13.0,15.0,13.0,1.416511624194145,4.090940476060357,2.565111610867799,3.452678944401847,0.741818119627743,1.670654192654598,0.9980682280383203,1.0140300144417247,1
0.04041369152039726,0.0977939550761991,0.04928052566859983,0.053386172549714034,0.021140593174273945,0.028656852533566406,0.0318911353072533,0.03460532665777795,11.0,16.0,14.0,13.0,13.0,13.0,13.0,9.0,1.4252497578439824,3.785547527196571,1.9082529686459722,1.8825018452491173,0.9029779609398937,1.236836479384449,1.23057830654833,0.9260277171471695,1
0.04883537707185162,0.09322402564460297,0.058441457661631,0.07292440918954986,0.030858999577623707,0.030598047497374287,0.021598152253356217,0.036719808020159395,14.0,16.0,13.0,10.0,10.0,9.0,12.0,13.0,1.9233588862756985,4.312655826352827,2.446946972149553,2.4310415103878706,0.9417531126046161,1.1564321112992257,0.8245106483777677,1.6762789967754765,1
0.0798319712443801,0.15009257440748272,0.27304035889972145,0.3762825270795272,0.1287556115765341,0.2193353931847029,0.077223436034959,0.05901285806618613,29.0,31.0,31.0,31.0,32.0,19.0,18.0,25.0,5.095929503570904,10.080792928070764,14.675000835223468,17.23155830346839,5.316848267237505,7.049977955489091,3.8572958226600047,3.4829868052032915,0
2.5383200882164005,2.004722037609446,3.4651256379419246,2.1542331969527244,1.5043339999255354,2.049159256962761,2.7450137097495677,1.39897509906395,25.0,26.0,23.0,30.0,31.0,26.0,28.0,24.0,145.92638297787778,92.9412372848463,170.54989232961145,158.4176428810411,107.13648254258129,138.83500801197894,203.53737102330425,66.10573110896621,0
1.824468716677247,0.5333067160467357,1.4179276651792259,1.239101709816337,0.40583624992849704,1.1641379273034096,2.229341770182446,0.7893635917979926,11.0,14.0,10.0,12.0,13.0,14.0,10.0,11.0,61.55819321506563,21.895221969663687,57.490831127248576,41.826329531267746,18.427330839099596,43.55366315735766,84.07053899617829,28.887873819072247,2
0.7669634459884627,0.9106042199407095,1.4311130406223773,1.4152530251705224,0.4893872118020091,1.0539789953365477,1.3898951038196365,0.9524921128484797,13.0,14.0,12.0,15.0,12.0,16.0,18.0,11.0,32.65524279726445,31.935952260757897,54.620234490134244,52.700830295817376,19.522203937784923,50.2523794243759,69.75139974597104,34.067620525237544,2
1.2021159426297545,1.215942337429422,2.385064220161823,0.9049408108394192,0.6805420177191306,1.0635465930664056,2.0550633725388976,1.7738269361244108,13.0,13.0,10.0,17.0,10.0,10.0,12.0,12.0,41.82479789418579,32.98645268162557,66.33145631840189,40.204583381931386,23.67601828891687,32.31989878561157,65.45272212906251,51.11316979501278,2
1.1346945497676637,1.1218313269102764,1.6058993228273217,1.5441416249282038,0.5988175411890609,1.6558857320752174,3.308468223292504,0.8724916697830155,13.0,13.0,12.0,14.0,18.0,16.0,14.0,11.0,30.487471528189996,30.3723310914265,54.68604417228743,57.47760453375829,27.455385472655014,67.33535269539462,102.15444513576381,26.73920742418599,2
1.0327354054185793,0.5019527472040518,1.2129174288860802,1.4979937950659332,0.7978686909651918,1.0332213621254567,1.84038831810991,0.9381451039436777,12.0,20.0,15.0,14.0,13.0,9.0,15.0,13.0,46.13028200852971,25.59830805487998,57.98126311338676,61.96547766730994,29.871847486971802,34.7417933259652,78.14483195652555,40.029411898883986,2
1.370704955049381,0.9913526813389847,1.5274990835436815,2.045067833294464,0.9429240167552183,1.0747537430088332,2.0085633182827816,1.3271033199205156,14.0,15.0,15.0,14.0,14.0,16.0,12.0,12.0,56.400204465398765,39.24945084108791,63.28227564440725,73.72503719943244,40.87886244817253,37.6156599954362,75.69482042541297,46.936885921476986,2
1.5435780966387096,1.367094618442987,1.9802275512694048,1.5233942812822343,0.9968447085463743,1.9267460556993858,1.6779548643788738,0.9136339623466849,13.0,14.0,10.0,11.0,13.0,14.0,12.0,14.0,57.76845151617213,51.92890728253893,68.21503776902993,57.93711189008309,41.65406290946559,73.96156467031322,68.44147548387018,38.099943826422745,2
1.1622155370581382,0.9296160812692209,1.4184085586581037,0.831873331968593,0.5429660280319797,1.1455148211678283,1.9751259659337066,1.1904245277271914,14.0,14.0,14.0,12.0,15.0,18.0,14.0,16.0,55.35559731383772,43.46068970093401,68.98343811677256,38.89625261404445,23.932928103382118,54.2245227384265,87.8576675567121,52.74698931446955,2
1.2722090327831512,0.6814784997745115,1.0461237097754075,0.7761006720046023,0.41718476213798045,1.9890005376684472,1.8456770983311532,0.6625419309977068,19.0,14.0,12.0,9.0,11.0,12.0,11.0,10.0,56.67208185274036,21.671205581591842,35.088543819186675,26.300282000741774,17.655437651617333,58.689578173005074,75.00604048994222,22.05545737060308,2
