Subject,n_estimators,Accuracy,Precision,Recall,F1 Score
subject_01.csv,50,0.760593220338983,0.7898288243755077,0.760593220338983,0.7478574713563199
subject_02.csv,50,0.8198757763975155,0.8390883011395931,0.8198757763975155,0.810824249485594
subject_03.csv,50,0.9200968523002422,0.9328749694554138,0.9200968523002422,0.9208189770433484
subject_04.csv,50,0.9140969162995595,0.9134610081084271,0.9140969162995595,0.9133467977924989
subject_05.csv,50,0.9693396226415094,0.9701130506092679,0.9693396226415094,0.9694734711340982
subject_06.csv,50,0.8508557457212714,0.8705435162265183,0.8508557457212714,0.8525898920846047
subject_07.csv,50,0.4646098003629764,0.5323348146095713,0.4646098003629764,0.454691274766474
subject_08.csv,50,0.8985849056603774,0.9134527288309582,0.8985849056603774,0.8958523658447346
subject_09.csv,50,0.9747126436781609,0.975785320988034,0.9747126436781609,0.9746498698333704
subject_10.csv,50,0.9199134199134199,0.9204020143041417,0.9199134199134199,0.9164623554975574
subject_11.csv,50,0.2845873786407767,0.23319122513856716,0.2845873786407767,0.24166650189698233
subject_12.csv,50,0.9118852459016393,0.9302098192882852,0.9118852459016393,0.9168314239615222
subject_13.csv,50,0.9200581395348837,0.9300412657468159,0.9200581395348837,0.9210633516738025
subject_14.csv,50,0.78125,0.7943455935921767,0.78125,0.7697406600776822
subject_15.csv,50,0.8531468531468531,0.8854576183133924,0.8531468531468531,0.8466983737271192
subject_16.csv,50,0.9266666666666666,0.9296723016723016,0.9266666666666666,0.9267239008116345
subject_17.csv,50,0.9081196581196581,0.9108397006212333,0.9081196581196581,0.9075196909951009
subject_18.csv,50,0.9531568228105907,0.9626012985450991,0.9531568228105907,0.9544315963419936
subject_19.csv,50,0.8896103896103896,0.9152113948389605,0.8896103896103896,0.8954861123655101
subject_20.csv,50,0.9504132231404959,0.956618157506891,0.9504132231404959,0.9519519719430993
subject_21.csv,50,0.8901601830663616,0.8975804132235944,0.8901601830663616,0.8908475710804068
subject_22.csv,50,0.532258064516129,0.5674463250440654,0.532258064516129,0.5297561330757498
subject_23.csv,50,0.9272349272349273,0.9361747857038155,0.9272349272349273,0.9299763113464565
subject_24.csv,50,0.8997912317327766,0.9075161425194567,0.8997912317327766,0.89785760924358
subject_25.csv,50,0.8721461187214612,0.8882091636577456,0.8721461187214612,0.8740452152718142
subject_26.csv,50,0.7902097902097902,0.7899969723945088,0.7902097902097902,0.7841637805165658
subject_27.csv,50,0.92,0.9343041677397108,0.92,0.9249000604200451
subject_28.csv,50,0.8587257617728532,0.8738267017463182,0.8587257617728532,0.8611595618456731
subject_29.csv,50,0.7695749440715883,0.7941021156181848,0.7695749440715883,0.7570545255741292
subject_30.csv,50,0.21551176096630642,0.14605275819759073,0.21551176096630642,0.13123143290322678
subject_31.csv,50,0.8205128205128205,0.8359320090135154,0.8205128205128205,0.8260949654592568
subject_32.csv,50,0.9884615384615385,0.9887368728832143,0.9884615384615385,0.9884116358325219
subject_33.csv,50,0.9110070257611241,0.9307706928221646,0.9110070257611241,0.9122261321811642
subject_34.csv,50,0.9764243614931237,0.9781068582619459,0.9764243614931237,0.9765092276343524
subject_35.csv,50,0.9278846153846154,0.932241718276513,0.9278846153846154,0.9287862205437664
subject_36.csv,50,0.9440203562340967,0.9511524779640659,0.9440203562340967,0.9443016756942402
