Accuracy,Precision,Recall,F1 Score,Subject,Model,n_estimators,C,kernel
0.7563559322033898,0.7818093374643689,0.7563559322033898,0.7410297780700045,subject_01.csv,SVM,,1,rbf
0.8343685300207039,0.8424019511208009,0.8343685300207039,0.8168105377872569,subject_02.csv,SVM,,1,rbf
0.9152542372881356,0.9356644725969223,0.9152542372881356,0.9178829185409194,subject_03.csv,SVM,,1,rbf
0.9030837004405287,0.9102836570968997,0.9030837004405287,0.9060169808881169,subject_04.csv,SVM,,1,rbf
0.9716981132075472,0.9725363469987773,0.9716981132075472,0.9716262438499716,subject_05.csv,SVM,,1,rbf
0.8728606356968215,0.8870319907973839,0.8728606356968215,0.8716424985765123,subject_06.csv,SVM,,1,rbf
0.4900181488203267,0.5348749593873934,0.4900181488203267,0.48794311019631326,subject_07.csv,SVM,,1,rbf
0.8867924528301887,0.9222379544244139,0.8867924528301887,0.888493434727168,subject_08.csv,SVM,,1,rbf
0.9724137931034482,0.9753217168962836,0.9724137931034482,0.9735337148223181,subject_09.csv,SVM,,1,rbf
0.8961038961038961,0.9223221060896241,0.8961038961038961,0.8981335015619858,subject_10.csv,SVM,,1,rbf
0.2845873786407767,0.23603391865104356,0.2845873786407767,0.2419849684360527,subject_11.csv,SVM,,1,rbf
0.8668032786885246,0.8859310231211862,0.8668032786885246,0.874307334191674,subject_12.csv,SVM,,1,rbf
0.9113372093023255,0.9321969973350548,0.9113372093023255,0.9183594285228395,subject_13.csv,SVM,,1,rbf
0.7788461538461539,0.7944142562694481,0.7788461538461539,0.762789880325794,subject_14.csv,SVM,,1,rbf
0.7645687645687645,0.8316992554848257,0.7645687645687645,0.7668984086654178,subject_15.csv,SVM,,1,rbf
0.9377777777777778,0.9416265224234325,0.9377777777777778,0.9378612996023337,subject_16.csv,SVM,,1,rbf
0.8910256410256411,0.8972801975174021,0.8910256410256411,0.8905218616194471,subject_17.csv,SVM,,1,rbf
0.8920570264765784,0.9194679724882467,0.8920570264765784,0.893625092102604,subject_18.csv,SVM,,1,rbf
0.8679653679653679,0.8989667365599042,0.8679653679653679,0.8749351576784714,subject_19.csv,SVM,,1,rbf
0.9566115702479339,0.9729376439786998,0.9566115702479339,0.9642245252460616,subject_20.csv,SVM,,1,rbf
0.8695652173913043,0.8860321810187666,0.8695652173913043,0.8749099234845609,subject_21.csv,SVM,,1,rbf
0.5276497695852534,0.5786609306062392,0.5276497695852534,0.520673297656625,subject_22.csv,SVM,,1,rbf
0.9085239085239085,0.923570604656131,0.9085239085239085,0.9130185781422145,subject_23.csv,SVM,,1,rbf
0.918580375782881,0.9225429371824216,0.918580375782881,0.917989650284988,subject_24.csv,SVM,,1,rbf
0.867579908675799,0.898700410612263,0.867579908675799,0.8807402605162615,subject_25.csv,SVM,,1,rbf
0.8041958041958042,0.8139696532913131,0.8041958041958042,0.7998452205438149,subject_26.csv,SVM,,1,rbf
0.9088888888888889,0.9292850449012369,0.9088888888888889,0.9145074118314578,subject_27.csv,SVM,,1,rbf
0.8670360110803325,0.8813395050068682,0.8670360110803325,0.8729726596706775,subject_28.csv,SVM,,1,rbf
0.7494407158836689,0.7775005293430761,0.7494407158836689,0.7415860992834068,subject_29.csv,SVM,,1,rbf
0.21042593769866497,0.14486545605325407,0.21042593769866497,0.13491785741579904,subject_30.csv,SVM,,1,rbf
0.8282051282051283,0.8567687605733754,0.8282051282051283,0.8386439370820434,subject_31.csv,SVM,,1,rbf
0.9884615384615385,0.9889408783987099,0.9884615384615385,0.9884586647520931,subject_32.csv,SVM,,1,rbf
0.9180327868852459,0.9414497886208019,0.9180327868852459,0.9251122800810999,subject_33.csv,SVM,,1,rbf
0.9744597249508841,0.9816814101031521,0.9744597249508841,0.9774639189799399,subject_34.csv,SVM,,1,rbf
0.9278846153846154,0.9391059127439725,0.9278846153846154,0.9320459760524391,subject_35.csv,SVM,,1,rbf
0.9338422391857506,0.9421113512901635,0.9338422391857506,0.9340266828320384,subject_36.csv,SVM,,1,rbf
