Accuracy,Precision,Recall,F1 Score,Subject,Model,n_estimators,C,kernel
0.7627118644067796,0.785678732034245,0.7627118644067796,0.7471204889592808,subject_01.csv,RandomForest,150,,
0.8198757763975155,0.8379247096411451,0.8198757763975155,0.81038789225967,subject_02.csv,RandomForest,150,,
0.9225181598062954,0.9350939757019802,0.9225181598062954,0.9233602678444096,subject_03.csv,RandomForest,150,,
0.9074889867841409,0.90690460799336,0.9074889867841409,0.9071218041143871,subject_04.csv,RandomForest,150,,
0.9693396226415094,0.9696736188002953,0.9693396226415094,0.9693927372621242,subject_05.csv,RandomForest,150,,
0.8508557457212714,0.870002639412593,0.8508557457212714,0.852971032279661,subject_06.csv,RandomForest,150,,
0.4646098003629764,0.5197380136189967,0.4646098003629764,0.4553649876661888,subject_07.csv,RandomForest,150,,
0.8891509433962265,0.906956496655576,0.8891509433962265,0.8855210363314107,subject_08.csv,RandomForest,150,,
0.9701149425287356,0.9713147274967078,0.9701149425287356,0.9701862041027897,subject_09.csv,RandomForest,150,,
0.922077922077922,0.925030401806624,0.922077922077922,0.9194947855457747,subject_10.csv,RandomForest,150,,
0.2858009708737864,0.23892455809725913,0.2858009708737864,0.2452335065429602,subject_11.csv,RandomForest,150,,
0.9057377049180327,0.9247735264286205,0.9057377049180327,0.9106470777328132,subject_12.csv,RandomForest,150,,
0.9200581395348837,0.9339567817069699,0.9200581395348837,0.9222937210602302,subject_13.csv,RandomForest,150,,
0.75,0.757727675040733,0.75,0.7323645842536343,subject_14.csv,RandomForest,150,,
0.8694638694638694,0.8991264923482684,0.8694638694638694,0.8632099397387945,subject_15.csv,RandomForest,150,,
0.9288888888888889,0.9309768443248227,0.9288888888888889,0.9291562650047362,subject_16.csv,RandomForest,150,,
0.9017094017094017,0.9062557784578354,0.9017094017094017,0.9024425545226156,subject_17.csv,RandomForest,150,,
0.9429735234215886,0.9544063791631101,0.9429735234215886,0.9436436331887791,subject_18.csv,RandomForest,150,,
0.9004329004329005,0.9238727541604725,0.9004329004329005,0.9048855313637263,subject_19.csv,RandomForest,150,,
0.9607438016528925,0.9669446500117764,0.9607438016528925,0.9624125712390176,subject_20.csv,RandomForest,150,,
0.9038901601830663,0.9102008176120526,0.9038901601830663,0.9046950422662849,subject_21.csv,RandomForest,150,,
0.5506912442396313,0.5940601086007498,0.5506912442396313,0.5533411700243764,subject_22.csv,RandomForest,150,,
0.9272349272349273,0.9313722876338238,0.9272349272349273,0.9275475023056343,subject_23.csv,RandomForest,150,,
0.906054279749478,0.9131147580514491,0.906054279749478,0.9043041925374369,subject_24.csv,RandomForest,150,,
0.8744292237442922,0.8915095319196362,0.8744292237442922,0.8776741920096609,subject_25.csv,RandomForest,150,,
0.7925407925407926,0.792330522247289,0.7925407925407926,0.7865603326422537,subject_26.csv,RandomForest,150,,
0.9288888888888889,0.9442019501383224,0.9288888888888889,0.935130851030352,subject_27.csv,RandomForest,150,,
0.8614958448753463,0.875960829354233,0.8614958448753463,0.8649163292148464,subject_28.csv,RandomForest,150,,
0.7807606263982103,0.8039207146826652,0.7807606263982103,0.766081784785516,subject_29.csv,RandomForest,150,,
0.21106166560712014,0.14538887316898244,0.21106166560712014,0.12722947175315696,subject_30.csv,RandomForest,150,,
0.8333333333333334,0.8506968703047135,0.8333333333333334,0.8392570888903376,subject_31.csv,RandomForest,150,,
0.9884615384615385,0.9887368728832143,0.9884615384615385,0.9884116358325219,subject_32.csv,RandomForest,150,,
0.9110070257611241,0.9309789791175562,0.9110070257611241,0.9109502209166889,subject_33.csv,RandomForest,150,,
0.9764243614931237,0.9794551673480947,0.9764243614931237,0.9774399449076455,subject_34.csv,RandomForest,150,,
0.9302884615384616,0.9346456509592104,0.9302884615384616,0.9311626554125625,subject_35.csv,RandomForest,150,,
0.9516539440203562,0.9579778476276007,0.9516539440203562,0.9522354969757688,subject_36.csv,RandomForest,150,,
