RMS_1,RMS_2,RMS_3,RMS_4,RMS_5,RMS_6,RMS_7,RMS_8,ZCR_1,ZCR_2,ZCR_3,ZCR_4,ZCR_5,ZCR_6,ZCR_7,ZCR_8,WL_1,WL_2,WL_3,WL_4,WL_5,WL_6,WL_7,WL_8,label
0.1734646662969965,0.4172314329626525,0.7862620845633361,0.4018698818921223,0.12331230281256386,0.16395576023146174,0.15950207957913484,0.15887978354312896,29.0,33.0,31.0,23.0,29.0,30.0,26.0,24.0,12.508990411854072,29.786125014794763,51.26654890189751,24.547648045354,8.354932247429966,10.293042620279863,9.96573184627844,9.026944121796529,0
0.10515654247376852,0.2918779120244891,0.4862015346382723,0.21082397577401443,0.05857072439423508,0.04774301122439447,0.06902746417801321,0.05588501704700497,10.0,15.0,15.0,18.0,14.0,12.0,11.0,11.0,3.841831384314969,12.216577851881759,17.89811916884193,9.301038207932852,2.279617144393312,1.8113739506222961,2.727348721430971,2.166437777100372,1
0.05235552901406923,0.1977925909052815,0.20347860267294898,0.2010079646854499,0.07559385288319038,0.05737963229353601,0.042354017168157364,0.11184736080506975,15.0,14.0,15.0,11.0,13.0,10.0,9.0,9.0,2.015210702719482,8.276567318012637,9.085136225231945,6.060124410052122,2.635719608170025,1.4731639368090612,0.9323839892957922,3.1506824426123288,1
0.10597877675291018,0.1837144617426255,0.30958373917416027,0.16336510633697585,0.04092914125957252,0.06593182899030312,0.07889479076436728,0.06992916072007535,11.0,16.0,15.0,12.0,12.0,14.0,12.0,14.0,3.792400005505666,9.403383863278602,14.73281907930602,5.9541991231605005,1.5817754300645663,2.212960386455585,3.0369962549179825,2.7483359736545534,1
0.09453299066720616,0.23898677396462298,0.39044222467536777,0.1883173998211221,0.045111690231496394,0.04966802953155368,0.06956985876829914,0.09100463088536348,17.0,14.0,14.0,15.0,11.0,15.0,11.0,11.0,4.108582406658938,11.185319035722891,17.32422602830045,7.990551105481901,1.7785271221455718,2.246978891132602,2.2666450921783587,3.375211121249197,1
0.11120507355581327,0.3384871276186685,0.4674510567799484,0.2610212409937289,0.03754055745115219,0.08303912029458303,0.0893495432309509,0.09276095658959335,12.0,11.0,14.0,14.0,16.0,14.0,16.0,12.0,4.308062269251621,14.029188518959362,20.53596827996316,10.72285834037832,1.641500469169422,3.223066969877664,4.12263212548868,3.383520965787587,1
0.13428525436118796,0.21673316678514246,0.5716463456406852,0.334283277376016,0.0769145236918724,0.0410464213292273,0.07692241769449071,0.0985492837106289,13.0,14.0,9.0,13.0,10.0,14.0,10.0,12.0,4.667160905335594,7.588047256276301,17.834066254046554,11.726935125803474,2.6356205786936253,1.824242147855944,2.698818084587489,3.284016491391815,1
0.1407649619398944,0.14327787578857373,0.21628981297938976,0.17120109596277105,0.06961849099965828,0.035227013310295145,0.06305922305195148,0.08316755063553917,13.0,12.0,9.0,12.0,10.0,13.0,10.0,11.0,4.9540371521813835,5.211631083574638,6.685086633566979,5.861017990105102,1.9146070278322362,1.3672352832670813,2.090361477898733,3.066782576987858,1
0.09573573136325218,0.3298457063328742,0.47869628324502755,0.2303258449875042,0.06398578944521559,0.05688108988180915,0.09154294434580812,0.09060215968208128,9.0,15.0,16.0,14.0,9.0,15.0,17.0,9.0,3.053081258705463,14.331318784240345,21.927452738514926,9.388952347280629,2.175120959593023,2.3329675340088314,4.258187960843027,2.8209424542297374,1
0.09025409632671007,0.16241383142686078,0.26596651318780606,0.06626659401068381,0.07103555702104408,0.1011833267746539,0.04902551346392493,0.039855506599561434,14.0,12.0,14.0,13.0,12.0,13.0,14.0,11.0,3.3303432766670458,5.50802111846082,10.434815727985885,2.453533403996021,2.803908757005976,3.3441109199144075,1.8647086374594908,1.340544802853866,1
0.10799253292574545,0.16761992315056495,0.2733871766642446,0.13790107542382585,0.03313843476369055,0.06735438615291929,0.08731902427464863,0.08442366259436564,13.0,13.0,13.0,15.0,9.0,13.0,11.0,13.0,4.395464436806567,7.63931294609494,12.05155335503307,6.576349899932002,0.7913736891590557,2.8715815414945887,3.338822405260169,3.388595001248327,1
0.09772708513227017,0.27228419832823963,0.38300653617729796,0.15943992308930396,0.039081487978643956,0.11776412721807174,0.10867383060610858,0.06239584857380499,10.0,10.0,14.0,12.0,11.0,15.0,10.0,11.0,3.537994061993264,9.27137268971847,12.543982524763187,5.993184714742075,1.2427751703391698,3.689022723038975,3.2421438876972726,2.473872735690824,1
0.0535786736808151,0.12444892773633806,0.19838463676048668,0.1263926593247998,0.03426365422788159,0.0748113771211357,0.07263657627028436,0.07105320924046002,12.0,10.0,10.0,10.0,10.0,11.0,12.0,11.0,1.9598612421624462,3.8873999940963606,4.932221479666238,3.7289796094675833,1.142739826459374,2.3855279038451362,2.5194771947459595,2.6664727712717275,1
0.06077662916859014,0.13845851544829044,0.23130071037258407,0.06306096841895308,0.04736319728205138,0.04946810070058357,0.03966562659883952,0.06532670013171463,10.0,12.0,13.0,10.0,9.0,12.0,8.0,12.0,2.2540194778939027,6.733564324515564,9.024907990605481,2.246331546359867,1.464200317778889,1.7475564806457942,1.2214200066069867,2.1593535964470094,1
0.09918827739230052,0.16314767298573374,0.206030904723611,0.1114180472888432,0.04940595244197448,0.04300935831441944,0.07764078271970667,0.060350614633918956,13.0,13.0,11.0,13.0,13.0,13.0,14.0,12.0,3.2300523339284797,6.06751053507682,6.5859206396759244,3.772964510797996,2.0668168605344976,1.7646708392892432,2.9639678696738323,2.0253547990779737,1
0.1091149840419084,0.15823663583140932,0.27527175952095595,0.1582372909879187,0.05107763355095186,0.06649477273574679,0.03445574707603387,0.08961110444345481,10.0,14.0,13.0,12.0,14.0,13.0,14.0,12.0,3.174775220078511,6.146816386173751,11.493737356969975,5.9978708036404935,2.1471262635945108,2.466235891445286,1.622381931286242,2.9278372518213183,1
0.0728267844882517,0.26979747306321145,0.28566457383767707,0.1420232868739494,0.053267127954244695,0.06402637039537339,0.07447022031312986,0.07569956837269509,12.0,16.0,12.0,12.0,12.0,12.0,15.0,10.0,3.0269152364581444,12.370838310835993,13.076669882140514,6.215364948983042,1.7722798132741904,2.0883279513909034,2.82600179126271,2.849010311426655,1
0.09858333076420714,0.09984496581640101,0.24104898257924495,0.07722354001482323,0.045541395788744124,0.03367046113311872,0.04096452149054177,0.07876199849654586,9.0,9.0,11.0,9.0,11.0,11.0,8.0,9.0,2.9333039678346795,3.2687587576448878,8.556193196696558,2.3197847479423768,1.3854788351961431,1.2338380227883812,1.0058580781725144,2.7226355726036644,1
0.09307214588338221,0.22247217936430677,0.2742008399508207,0.1501149691955339,0.039490400186715714,0.08108925727926283,0.08878386788302947,0.09778709167859026,14.0,12.0,16.0,14.0,16.0,12.0,14.0,11.0,3.414551007223962,10.427970161877582,13.045212137834442,7.075953737491367,1.9406216734732682,3.193543465856602,3.3912679617887393,3.379189060323214,1
0.10486982936528866,0.25319167563656153,0.34016956944292653,0.14335575630741296,0.023593242041304426,0.0478382692793165,0.05518367026847329,0.0670818081489501,10.0,10.0,10.0,10.0,10.0,12.0,11.0,13.0,3.5917923961930596,8.053658243160315,11.647684444565034,4.8377293913999475,0.869029264865797,1.9382942404873573,1.766644854729322,2.6696344542762662,1
1.001409820148557,0.6077983159795933,2.1047627257644588,1.7674811811621625,0.7283469182851129,1.0341025834057611,1.0791490320805557,0.6063207197934162,27.0,29.0,35.0,29.0,26.0,21.0,27.0,24.0,24.686125803043332,42.32787138632784,101.08947000103532,64.05511129547119,41.50453237475095,57.25424506671991,61.09684469225644,21.2997936740652,0
1.3507402099545605,0.7067777540094244,1.1352239535975788,1.2531441988321896,0.33879807665934064,0.41024751609471943,1.709912310860085,1.1425840708541983,14.0,14.0,16.0,15.0,14.0,9.0,15.0,16.0,61.57430751913298,25.65541713631967,44.988819589002865,53.677168927154895,14.08840308756996,12.724789773294189,71.13406554695946,54.19582748111797,2
1.0389371486764452,0.43920555892502805,1.1174397242764704,1.6609702349618594,0.4854403090139604,0.567931293968463,0.976166518313363,0.6070798778145273,14.0,11.0,13.0,12.0,9.0,15.0,9.0,14.0,39.60493310807735,18.50747095298954,43.72002700607131,68.59542679748652,13.081539234806106,23.065785165324186,36.16858547616314,23.71962265038342,2
1.2148388331625595,0.5372844625415266,1.1806614502631139,1.2921568088024853,0.2574017689853831,0.4423193264607754,1.1734821641940616,0.9441456553037446,14.0,12.0,15.0,11.0,11.0,13.0,12.0,10.0,44.74816351469906,18.041680599912283,44.185447911432426,45.38066916831213,9.417945771264584,17.650882761575403,52.334867842219225,27.10135850767549,2
1.0698393723712452,0.6088482226138148,0.9431065242554588,1.1117269331395656,0.3958566757616923,0.6489593478373339,1.321874447788608,0.8659769584430588,11.0,13.0,13.0,11.0,16.0,14.0,14.0,10.0,34.746258585110034,20.60888925698213,38.59150640506465,42.653231259232314,16.93746000515534,25.573628955499114,52.623676050168456,23.604569359625675,2
0.83346268232272,0.7098164908300483,1.3274758225299832,1.6444671550632235,0.714940297211935,0.9482788586087606,1.330119068250617,0.5327964889284463,11.0,9.0,15.0,13.0,12.0,15.0,12.0,12.0,25.698689008730486,18.086634180827772,50.22796724452311,64.53452584524203,23.721765468296717,34.37984371315592,45.051452248801155,18.44649808733146,2
0.8482558976342198,0.47018769800673005,0.6588584029381926,1.0865432053768913,0.33277914556549915,0.5830555230987658,1.7909237155153064,0.763132505350427,10.0,12.0,9.0,15.0,15.0,12.0,10.0,12.0,25.696247147889324,16.339411250553223,15.630640074081033,39.865099622773016,12.30488732258279,22.196612678024376,53.109772572355865,23.93908958086939,2
0.5256435146074865,0.29981929810586355,0.9676247301776152,0.9181425259210582,0.3377626908624014,0.3862549683340083,1.1969192200727437,0.40080175660926165,12.0,16.0,16.0,14.0,10.0,16.0,12.0,13.0,17.769943651215286,12.217184368989347,38.73811000700921,35.070708679221106,9.637610352507979,14.689066065047648,35.1780872248787,12.582617605104835,2
0.8599613708219881,0.4078934875803573,0.5551240486321917,0.6840510072215089,0.1438050793394449,0.5961421877496451,0.9763464202415999,0.7399880321987846,15.0,13.0,13.0,15.0,17.0,14.0,12.0,14.0,29.01466687842797,13.737305449728375,20.600898187270683,25.127680699812856,5.393890091094349,24.79844022260289,32.428426354537315,26.042694789598116,2
0.7037435851617864,0.24463185912713914,0.3271368382439703,0.6297399823193638,0.3242774915675185,0.3438752577634491,1.3783472951877809,0.36848479622474534,16.0,14.0,16.0,15.0,12.0,12.0,15.0,12.0,29.868870441939553,10.063610403196895,15.65409145124645,25.622851881462623,12.948876599273952,14.784998003558094,55.962538630185456,15.001526239043022,2
